2018-09-02 23:22:26,854 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:34,854 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:34,855 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:34,868 [open_context_base.py] on_error:303: Connect error: conn_id=47; err=[Errno 111] Connection refused;
2018-09-02 23:22:34,875 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:42,876 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:42,876 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:42,888 [open_context_base.py] on_error:303: Connect error: conn_id=48; err=[Errno 111] Connection refused;
2018-09-02 23:22:42,896 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:50,897 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:50,897 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:50,907 [open_context_base.py] on_error:303: Connect error: conn_id=49; err=[Errno 111] Connection refused;
2018-09-02 23:22:50,917 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:22:58,918 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:58,918 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:22:58,929 [open_context_base.py] on_error:303: Connect error: conn_id=50; err=[Errno 111] Connection refused;
2018-09-02 23:22:58,938 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:06,939 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:06,939 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:06,949 [open_context_base.py] on_error:303: Connect error: conn_id=51; err=[Errno 111] Connection refused;
2018-09-02 23:23:06,960 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
2018-09-02 23:23:14,960 [open_context_base.py] _socket_reconnect_and_wait_ready:205: Start connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:14,961 [open_context_base.py] _socket_reconnect_and_wait_ready:208: try connecting: host=127.0.0.1; port=11111;
2018-09-02 23:23:14,967 [open_context_base.py] on_error:303: Connect error: conn_id=52; err=[Errno 111] Connection refused;
2018-09-02 23:23:14,971 [open_context_base.py] _wait_reconnect:379: Wait reconnect in 8 seconds: host=127.0.0.1; port=11111;
